timestamp,index,detector,feature,value,expected_range,confidence,severity,technique,description,true_label
2023-10-17 04:00:00,6940,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8737.8,See rule definition,78,High,T0859 / T0855,Demand change of 524 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-10-18 04:00:00,6964,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8585.7,See rule definition,78,High,T0859 / T0855,Demand change of 455 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-10-19 03:00:00,6987,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8214.0,See rule definition,78,High,T0859 / T0855,Demand change of 902 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-10-20 00:00:00,7008,Z-Score,total_demand_mw,0.0,2082–15459 MW,95,Critical,T0816 / T0813,Demand 0 MW is -3.9σ from rolling mean.,Loss_of_View_SCADA_Wiper
2023-10-20 01:00:00,7009,IQR,total_demand_mw,0.0,5380–10113 MW (hour 01:00),72,Critical,T0816 / T0813,Demand 0 MW is outside IQR fence for hour 01:00 (5380–10113 MW).,Loss_of_View_SCADA_Wiper
2023-10-20 02:00:00,7010,IQR,total_demand_mw,0.0,5669–10268 MW (hour 02:00),72,Critical,T0816 / T0813,Demand 0 MW is outside IQR fence for hour 02:00 (5669–10268 MW).,Loss_of_View_SCADA_Wiper
2023-10-20 03:00:00,7011,IQR,total_demand_mw,0.0,6003–10486 MW (hour 03:00),72,Critical,T0816 / T0813,Demand 0 MW is outside IQR fence for hour 03:00 (6003–10486 MW).,Loss_of_View_SCADA_Wiper
2023-10-20 04:00:00,7012,IQR,total_demand_mw,0.0,6245–10927 MW (hour 04:00),72,Critical,T0816 / T0813,Demand 0 MW is outside IQR fence for hour 04:00 (6245–10927 MW).,Loss_of_View_SCADA_Wiper
2023-10-20 05:00:00,7013,IQR,total_demand_mw,0.0,6524–11538 MW (hour 05:00),72,Critical,T0816 / T0813,Demand 0 MW is outside IQR fence for hour 05:00 (6524–11538 MW).,Loss_of_View_SCADA_Wiper
2023-10-21 02:00:00,7034,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7740.9,See rule definition,78,High,T0859 / T0855,Demand change of 655 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-10-21 20:00:00,7052,Isolation Forest,multi-feature,-0.5975,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.5975. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-10-22 02:00:00,7058,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8116.9,See rule definition,78,High,T0859 / T0855,Demand change of 551 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-10-22 04:00:00,7060,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8729.5,See rule definition,78,High,T0859 / T0855,Demand change of 540 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-10-23 00:00:00,7080,Isolation Forest,multi-feature,-0.5898,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.5898. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-10-23 03:00:00,7083,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8232.7,See rule definition,78,High,T0859 / T0855,Demand change of 317 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-10-23 04:00:00,7084,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8674.6,See rule definition,78,High,T0859 / T0855,Demand change of 442 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-10-24 03:00:00,7107,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8352.4,See rule definition,78,High,T0859 / T0855,Demand change of 602 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-10-25 04:00:00,7132,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8589.2,See rule definition,78,High,T0859 / T0855,Demand change of 498 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-10-26 01:00:00,7153,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7449.7,See rule definition,78,High,T0859 / T0855,Demand change of 324 MW at 01:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-10-26 04:00:00,7156,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8340.0,See rule definition,78,High,T0859 / T0855,Demand change of 943 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-10-27 01:00:00,7177,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,6941.6,See rule definition,78,High,T0859 / T0855,Demand change of 329 MW at 01:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-10-27 04:00:00,7180,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8003.5,See rule definition,78,High,T0859 / T0855,Demand change of 558 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-10-27 23:00:00,7199,Isolation Forest,multi-feature,-0.617,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.6170. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-10-28 02:00:00,7202,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7531.6,See rule definition,78,High,T0859 / T0855,Demand change of 324 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-10-29 02:00:00,7226,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7688.7,See rule definition,78,High,T0859 / T0855,Demand change of 386 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-10-29 03:00:00,7227,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7990.5,See rule definition,78,High,T0859 / T0855,Demand change of 302 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-10-29 04:00:00,7228,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8415.8,See rule definition,78,High,T0859 / T0855,Demand change of 425 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-10-30 02:00:00,7250,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8051.0,See rule definition,78,High,T0859 / T0855,Demand change of 513 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-10-30 04:00:00,7252,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8854.7,See rule definition,78,High,T0859 / T0855,Demand change of 703 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-10-31 02:00:00,7274,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8291.7,See rule definition,78,High,T0859 / T0855,Demand change of 475 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-10-31 04:00:00,7276,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8491.5,See rule definition,78,High,T0859 / T0855,Demand change of 304 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-01 03:00:00,7299,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8261.6,See rule definition,78,High,T0859 / T0855,Demand change of 602 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-02 03:00:00,7323,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7750.0,See rule definition,78,High,T0859 / T0855,Demand change of 399 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-02 04:00:00,7324,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8151.2,See rule definition,78,High,T0859 / T0855,Demand change of 401 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-03 04:00:00,7348,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7721.3,See rule definition,78,High,T0859 / T0855,Demand change of 441 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-04 02:00:00,7370,Isolation Forest,multi-feature,-0.6046,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.6046. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-11-04 04:00:00,7372,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7930.7,See rule definition,78,High,T0859 / T0855,Demand change of 302 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-04 22:00:00,7390,Isolation Forest,multi-feature,-0.6154,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.6154. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-11-05 04:00:00,7396,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8574.5,See rule definition,78,High,T0859 / T0855,Demand change of 968 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-05 20:00:00,7412,Isolation Forest,multi-feature,-0.6146,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.6146. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-11-06 02:00:00,7418,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7925.2,See rule definition,78,High,T0859 / T0855,Demand change of 349 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-06 04:00:00,7420,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8525.8,See rule definition,78,High,T0859 / T0855,Demand change of 348 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-07 02:00:00,7442,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7988.5,See rule definition,78,High,T0859 / T0855,Demand change of 311 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-07 03:00:00,7443,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8395.0,See rule definition,78,High,T0859 / T0855,Demand change of 406 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-08 01:00:00,7465,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7407.1,See rule definition,78,High,T0859 / T0855,Demand change of 488 MW at 01:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-08 04:00:00,7468,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8281.8,See rule definition,78,High,T0859 / T0855,Demand change of 348 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-09 04:00:00,7492,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7897.7,See rule definition,78,High,T0859 / T0855,Demand change of 391 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-10 03:00:00,7515,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7537.8,See rule definition,78,High,T0859 / T0855,Demand change of 580 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-10 04:00:00,7516,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8145.5,See rule definition,78,High,T0859 / T0855,Demand change of 608 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-11 00:00:00,7536,Isolation Forest,multi-feature,-0.5902,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.5902. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-11-11 02:00:00,7538,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7131.5,See rule definition,78,High,T0859 / T0855,Demand change of 439 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-11 03:00:00,7539,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7504.2,See rule definition,78,High,T0859 / T0855,Demand change of 373 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-11 04:00:00,7540,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8053.1,See rule definition,78,High,T0859 / T0855,Demand change of 549 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-12 02:00:00,7562,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7754.3,See rule definition,78,High,T0859 / T0855,Demand change of 573 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-13 03:00:00,7587,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8313.3,See rule definition,78,High,T0859 / T0855,Demand change of 628 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-13 04:00:00,7588,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8617.6,See rule definition,78,High,T0859 / T0855,Demand change of 304 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-14 03:00:00,7611,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7533.3,See rule definition,78,High,T0859 / T0855,Demand change of 425 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-14 04:00:00,7612,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8419.1,See rule definition,78,High,T0859 / T0855,Demand change of 886 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-15 02:00:00,7634,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8005.9,See rule definition,78,High,T0859 / T0855,Demand change of 372 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-16 01:00:00,7657,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,6768.2,See rule definition,78,High,T0859 / T0855,Demand change of 610 MW at 01:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-16 02:00:00,7658,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7455.8,See rule definition,78,High,T0859 / T0855,Demand change of 688 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-16 04:00:00,7660,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8198.9,See rule definition,78,High,T0859 / T0855,Demand change of 758 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-17 03:00:00,7683,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7677.6,See rule definition,78,High,T0859 / T0855,Demand change of 600 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-18 02:00:00,7706,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7495.0,See rule definition,78,High,T0859 / T0855,Demand change of 527 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-18 19:00:00,7723,Isolation Forest,multi-feature,-0.6125,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.6125. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-11-19 00:00:00,7728,Isolation Forest,multi-feature,-0.5845,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.5845. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-11-19 02:00:00,7730,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7805.2,See rule definition,78,High,T0859 / T0855,Demand change of 442 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-20 02:00:00,7754,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7830.9,See rule definition,78,High,T0859 / T0855,Demand change of 328 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-20 03:00:00,7755,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8137.7,See rule definition,78,High,T0859 / T0855,Demand change of 307 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-21 01:00:00,7777,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7507.4,See rule definition,78,High,T0859 / T0855,Demand change of 313 MW at 01:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-21 02:00:00,7778,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7825.2,See rule definition,78,High,T0859 / T0855,Demand change of 318 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-21 04:00:00,7780,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8445.1,See rule definition,78,High,T0859 / T0855,Demand change of 467 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-22 03:00:00,7803,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7929.7,See rule definition,78,High,T0859 / T0855,Demand change of 450 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-23 00:00:00,7824,Isolation Forest,multi-feature,-0.614,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.6140. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-11-23 04:00:00,7828,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7938.2,See rule definition,78,High,T0859 / T0855,Demand change of 434 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-24 02:00:00,7850,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7429.4,See rule definition,78,High,T0859 / T0855,Demand change of 596 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-24 04:00:00,7852,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7788.8,See rule definition,78,High,T0859 / T0855,Demand change of 491 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-25 00:00:00,7872,Isolation Forest,multi-feature,-0.5767,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.5767. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-11-25 01:00:00,7873,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,6813.2,See rule definition,78,High,T0859 / T0855,Demand change of 607 MW at 01:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-25 02:00:00,7874,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7673.4,See rule definition,78,High,T0859 / T0855,Demand change of 860 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-25 04:00:00,7876,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7737.9,See rule definition,78,High,T0859 / T0855,Demand change of 340 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-25 23:00:00,7895,Isolation Forest,multi-feature,-0.5774,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.5774. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-11-26 03:00:00,7899,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7695.4,See rule definition,78,High,T0859 / T0855,Demand change of 454 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-27 03:00:00,7923,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8302.9,See rule definition,78,High,T0859 / T0855,Demand change of 752 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-28 02:00:00,7946,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8024.5,See rule definition,78,High,T0859 / T0855,Demand change of 547 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-28 04:00:00,7948,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8646.9,See rule definition,78,High,T0859 / T0855,Demand change of 398 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-29 01:00:00,7969,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7619.2,See rule definition,78,High,T0859 / T0855,Demand change of 324 MW at 01:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-11-30 01:00:00,7993,Isolation Forest,multi-feature,-0.5769,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.5769. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-11-30 03:00:00,7995,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7900.2,See rule definition,78,High,T0859 / T0855,Demand change of 798 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-12-01 02:00:00,8018,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7410.4,See rule definition,78,High,T0859 / T0855,Demand change of 692 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-12-01 21:00:00,8037,Isolation Forest,multi-feature,-0.5838,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.5838. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-12-02 00:00:00,8040,Isolation Forest,multi-feature,-0.5764,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.5764. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-12-02 01:00:00,8041,Isolation Forest,multi-feature,-0.619,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.6190. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-12-02 03:00:00,8043,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7592.2,See rule definition,78,High,T0859 / T0855,Demand change of 726 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-12-02 04:00:00,8044,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7976.9,See rule definition,78,High,T0859 / T0855,Demand change of 385 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-12-03 02:00:00,8066,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7653.5,See rule definition,78,High,T0859 / T0855,Demand change of 388 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-12-03 13:00:00,8077,Isolation Forest,multi-feature,-0.5872,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.5872. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-12-04 03:00:00,8091,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8186.0,See rule definition,78,High,T0859 / T0855,Demand change of 635 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-12-05 03:00:00,8115,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8039.1,See rule definition,78,High,T0859 / T0855,Demand change of 412 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
